65, 71, 307, 328, 338, 401 (14)
65, 110, 307, 328, 338, 401 (14)
69, 100, 120, 335, 387, 467 (10)
69, 111, 229, 242, 354, 443 (12)
69, 111, 229, 242, 354, 494 (11)
69, 111, 229, 242, 443, 494 (11)
69, 111, 229, 354, 443, 494 (11)
69, 111, 242, 354, 443, 494 (11)
69, 158, 279, 283, 295, 422 (18)
69, 229, 242, 354, 443, 494 (11)
70, 71, 205, 300, 377, 394 (15)
70, 71, 205, 300, 377, 438 (16)
70, 71, 205, 300, 377, 480 (15)
70, 71, 205, 300, 394, 438 (15)
70, 71, 205, 300, 394, 480 (14)
70, 71, 205, 300, 438, 480 (15)
70, 71, 205, 377, 394, 438 (15)
70, 71, 205, 377, 394, 480 (14)
70, 71, 205, 377, 438, 480 (15)
70, 71, 205, 394, 438, 480 (14)
70, 71, 300, 377, 394, 438 (15)
70, 71, 300, 377, 394, 480 (14)
70, 71, 300, 377, 438, 480 (15)
70, 71, 300, 394, 438, 480 (14)
70, 71, 377, 394, 438, 480 (14)
70, 73, 122, 160, 368, 400 (12)
70, 95, 147, 205, 360, 423 (10)
70, 130, 143, 159, 177, 240 (12)
70, 130, 143, 159, 177, 393 (11)
70, 130, 143, 159, 240, 393 (11)
70, 130, 143, 177, 240, 393 (12)
70, 130, 159, 177, 240, 393 (11)
70, 143, 159, 177, 240, 393 (12)
70, 145, 162, 202, 217, 310 (10)
70, 145, 162, 202, 217, 461 (10)
70, 145, 162, 202, 310, 461 (12)
70, 145, 162, 217, 310, 461 (12)
70, 145, 202, 217, 310, 461 (10)
70, 162, 202, 217, 310, 461 (11)
70, 205, 300, 377, 394, 438 (15)
70, 205, 300, 377, 394, 480 (14)
70, 205, 300, 377, 438, 480 (15)
70, 205, 300, 394, 438, 480 (14)
70, 205, 377, 394, 438, 480 (14)
70, 300, 377, 394, 438, 480 (14)
71, 72, 123, 360, 362, 400 (10)
71, 98, 114, 407, 419, 459 (10)
71, 104, 132, 161, 234, 350 (13)
71, 104, 132, 161, 234, 421 (11)
71, 104, 132, 161, 234, 459 (11)
